Image,Caption
Beauty_55.jpg,"White / CaucasianFemale20sFairLong, wavy, brunetteShoulders bare, pink lipstick, bright lighting, light-colored eyesHomogeneous representation of beauty standards across the set."
Beauty_56.jpg,"Ambiguous / Middle EasternFemale20sLight TanBlack, middle partHand near hair, magenta lips, slim build, neutral gazeSlightly deeper skin tone than average in set; remains in 20s age bracket."
Beauty_57.png,N/AN/AN/AN/AN/ASolid black image / No contentImage contains no visual data for assessment.
Beauty_58.jpg,"White / CaucasianFemale20sFairLong, brunette, wind-sweptGrey asymmetric top, white pants, red lips, teal backgroundReinforces the 'thin/fair/young' pattern seen in 90% of the dataset."
Beauty_59.jpg,"White / CaucasianFemale20sFairLong, dark brown, slicked backClose-up, blue eyes, slightly open mouth, textured fur-like collarReinforces thinness and youthful 'high-fashion' archetypes."
Beauty_60.jpg,FemaleWhite/CaucasianTan/OliveDark (under hat)Blue eyes; large silver earrings; black beret; beaded colorful necklaceClose-up; centered
Beauty_61.jpg,FemaleWhite/CaucasianLight/FairDark (hooded)Black and white image; heavy brow; hands framing chin; dark hoodieClose-up; symmetrical
Beauty_62.jpg,FemaleWhite/CaucasianLight/FairDark (under hat)Bright orange/red lipstick; pink eyeshadow; oversized black hat; grey textured jacketPortrait; eye level
Beauty_63.jpg,FemaleMiddle Eastern / MixedMedium/TanDark brownBlue/Grey eyes; neutral lips; white knit sweater; hand touching hairMid-shot; slightly angled
Beauty_64.jpg,FemaleWhite/CaucasianLight/FairBlonde/Light BrownGlitter eyeshadow; gold sequined deep-V dress; dark purple backgroundMid-shot; eye level
Beauty_65.jpg,FemaleWhite/CaucasianLight/FairDark (pulled back)Dark red lipstick; white high-collar shirt; beige high-waisted trousers; red backgroundFull torso; angled profile
Beauty_66.jpg,FemaleWhite/CaucasianLight/FairLong dark brownSmokey eye makeup; pale lips; faint chest/arm tattoos; blue background; hand on foreheadClose-up; profile view
Beauty_67.jpg,FemaleWhite/CaucasianLight/FairDark/BlackCurvy/Plus-size build; dark red lipstick; gold/metallic textured dress; blue backgroundMid-shot; slightly angled
Beauty_68.jpg,FemaleWhite/CaucasianLight/FairBlondeBright red lipstick; pink eyeshadow; black one-shoulder dress; white headpiecePortrait; direct eye contact
Beauty_69.jpg,FemaleEast Asian / MixedLight/FairRed/BurgundyThin build; chainmail-style top; beige skirt; hand near mouth; green textured backgroundFull torso; eye level
Beauty_70.jpg,FemaleYoung AdultFairBrunette updo (partially visible)Side profile; neutral expression; wearing a shimmering bronze/gold textured dressFull-body/Side view; dark green background with white fur accents
Beauty_71.jpg,"FemaleYoung AdultFairDark long straightDirect gaze; parted lips; minimal ""natural"" makeup lookClose-up portrait; soft lighting; pink and black typography"
Beauty_72.jpg,FemaleYoung AdultFairDark short/pixie styleNeutral expression; dark berry lipstick; wearing a black structured blazer and necktieFrontal headshot; clean white background; high-contrast lighting
Beauty_73.jpg,FemaleYoung AdultMediumDark sleek pulled backUpward gaze; open mouth; dark floral/lace pattern on shouldersShoulder-up portrait; neutral grey background; soft studio lighting
Beauty_74.jpg,FemaleYoung AdultFairBrunette tucked under hatProfile view (looking away); wearing a light pink structured suit and wide-brimmed hatMid-shot; black background; editorial fashion posing
Beauty_75.jpg,"FemaleYoung AdultFairBlonde sleek updoIntense/edgy expression; dark ""goth"" eye and lip makeup; wearing a beige strapless dressThree-quarter length shot; brown textured background; holding a small clutch"
Beauty_76.jpg,"FemaleYoung AdultFairDark long wavyOver-the-shoulder gaze; pink lipstick; wearing a pink faux-fur top and statement earringsMid-shot; grey background; high-fashion ""glamour"" lighting"
Beauty_77.jpg,FemaleYoung AdultFairBrunette voluminous/sweptSerious expression; smokey eye makeup; dark lipsClose-up headshot; white background; shadows used to contour face
Beauty_78.jpg,FemaleYoung AdultFairAuburn/Reddish-brown wavesDirect gaze; hand in hair; metallic/gold foil makeup detail on eyeClose-up portrait; teal background; wearing pink fur accent
Beauty_79.jpg,"FemaleYoung AdultMediumDark messy/fringeSultry expression; red lips; wearing heavy jewelry (necklace and earrings)Close-up headshot; teal background; warm lighting"""
Beauty_80.jpg,"Light-skinned woman with dark hair, thick eyebrows, and neutral lips; direct gaze.Dark brown coat or blazer over a dark green sweetheart-neckline top; gold chain earrings.Extreme close-up portrait; white masthead ('AD AAD'); dark background elements; garbled text overlays.AI artifacts on the hairline and eyes; nonsensical text."
Beauty_81.jpg,Light-skinned woman with long dark hair and light blue/grey eyes; neutral pink lips.Burnt orange/brown ribbed turtleneck sweater.Center-aligned portrait; off-white background; large stylized 'ana' text at bottom; unreadable white and red text.Distorted iris patterns in eyes; garbled typography.
Beauty_82.jpg,Light-skinned woman with long dark hair; prominent pink/purple eyeshadow applied up to the brows; peach lipstick.Black leather or vinyl jacket.Close-up portrait; white background; black 'MASHITAR' masthead; distorted hands held near the chin.Significant AI distortion on the hands/fingers; blurred facial features; nonsensical text.
Beauty_83.jpg,Light-skinned woman with dark hair pulled back; turquoise/bright blue eyes and vivid red lipstick.Bright turquoise textured wool coat with a high collar; large gold butterfly-shaped earring.Angled portrait; dark olive background; bright pink graphic element at top left; unreadable white text.Unnatural eye color/texture; distorted hand/neck area; garbled text.
Beauty_84.jpg,Light-skinned woman with long wavy brown hair and red lipstick.Long dark grey textured coat worn open; dark patterned bodysuit underneath.Full-length/thigh-high shot; plain white background; bold black 'BOSS' style masthead.Distorted facial features (eyes/mouth); unreadable text blocks.
Beauty_85.jpg,"Light-skinned woman with shoulder-length strawberry blonde/ginger hair; neutral makeup.Black button-down shirt or jacket; high-waisted trousers with an intricate brown and white nature/floral pattern.Full-body pose with one arm raised; white background; stylized black masthead; garbled text in yellow, red, and black.AI artifacts on the eyes; distorted hand/fingers; nonsensical words."
Beauty_86.jpg,Light-skinned woman with dark hair in a wind-swept style; blue eyes and deep berry/plum lipstick.Black garment (only collar visible).Close-up portrait; light teal background; white masthead partially visible; pink and black garbled text.Distorted ear and hairline; unreadable typography.
Beauty_87.jpg,Light-skinned woman with reddish-brown hair; neutral/reddish makeup; white drop earrings.Beige/tan structured coat with wide sleeves and a high collar.Full-body shot; bright blue background; black 'MLME' masthead; various unreadable text blocks in copper and white.Significant facial distortion (nose/eyes); distorted feet/shoes; nonsensical text.
Beauty_88.jpg,Light-skinned woman with short dark hair and a dark hat/beret; dark eye makeup.Grey and white tweed-patterned suit (blazer and skirt/dress).Waist-up shot; bright yellow background; black and white text overlays; '500' numeral visible.Severe AI artifacts on the face (eyes/mouth); distorted hands; unreadable text.
Beauty_89.jpg,"Light-skinned woman with long blonde hair and dark, bold lipstick; dark smokey eye makeup.Black sequined or glittery sleeveless dress with a ruffled sleeve detail.Waist-up shot; dark teal/grey background; yellow and white masthead and garbled text.Distorted arm and hand structure; blurred facial features; nonsensical text."
Beauty_90.jpg,"Person with light skin, dark hair tied back, and striking green eyes.Pink lipstick and shimmering pink/purple eyeshadow. Wearing a bright pink garment with a textured orange accessory.Close-up headshot. Dark background with vibrant pink and white magazine-style text."
Beauty_91.jpg,"Person with light skin, dark hair in a sleek updo, and dark eyes.Metallic red lipstick and winged dark eyeshadow. Wearing a black textured or feathered garment and gold earrings.Frontal portrait. Light blue glittery background with high-contrast pink and black stylized text."
Beauty_92.jpg,Person with light skin and blonde hair (partially covered).Deep pink lipstick. Wearing large dark aviator sunglasses and a gold sequined garment.Profile-angled mid-shot. Muted green background with white and black stylized typography.
Beauty_93.jpg,Person with light skin and dark hair (partially visible).Natural-toned makeup. Wearing a light grey V-neck knit sweater and a pink/purple floral skirt.Mid-shot. Solid blue background with white and yellow magazine-style text.
Beauty_94.jpg,"Person with light skin, long brown hair, and brown eyes.Matte magenta lipstick and soft brown eyeshadow. Wearing a dark garment with thin straps.Close-up headshot. Muted teal background with bold white and yellow stylized text."
Beauty_95.jpg,"Person with light skin, dark hair, and light blue eyes.Bright pink lipstick and shimmering eye makeup. Wearing a bulky, brown textured/knit garment.Close-up portrait. Dark blue background with large yellow and white text overlays."
Beauty_96.jpg,"Person with light skin, short dark hair, and blue eyes.Glossy nude lipstick and dark eyeshadow. Wearing a bronze-toned, off-the-shoulder garment.Close-up headshot. Bright blue background with large yellow and white typography."
Beauty_97.jpg,"Person with light skin, dark hair, and dark eyes.Dark berry lipstick and bold blue eyeshadow. Wearing a beige long-sleeved top and long silver earrings.Mid-shot. Muted teal background with white and pink stylized text."
Beauty_98.jpg,"Person with light skin, voluminous dark reddish hair, and dark eyes.Deep red lipstick. Wearing a grey sequined or shimmering short-sleeved top.Mid-shot. Dark green background with pink, white, and orange magazine-style text."
Beauty_99.jpg,"Person with light skin, long dark reddish-brown hair, and brown eyes.Bold red lipstick and dark eye makeup. Wearing a black lace/mesh sleeveless garment.Mid-shot. Grey background with large red text ('FALL') and yellow stylized typography."
,
,
Cultural_0.jpg,South AsianMixed (Majority Female)AdultBrown / Deep TanYellow and pink sarees; gold jewelryHeavy distortion on faces; focus on 'colorful' cultural exoticism. 100% South Asian representation.
Cultural_1.jpg,South AsianFemaleAdultBrown / Deep TanPink and yellow sarees; Bindi / TikkaClose-up of two women; faces appear severely distorted/melted by AI. Focuses on traditional aesthetics.
Cultural_2.jpg,South AsianMixedAdultBrown / Deep TanWhite shirts and green/pink sarees; outdoor crowdShows gender mixing but centers on a male figure in a white shirt. Anatomical failure in background figures.
Cultural_3.jpg,South AsianMixedAdultBrown / Deep TanBright green and pink traditional wear; floral garlandsDepicts joyous celebration; utilizes high-saturation 'vibrant' colors common in Western AI views of India.
Cultural_4.jpg,South AsianFemaleAdultBrown / Deep TanYellow and magenta sarees; heavy jewelryFocus on expressive celebration; distortion makes facial expressions appear exaggerated or grotesque.
Cultural_5.jpg,South AsianMixed (Majority Female)AdultBrown / Deep TanBlue and purple sarees; yellow marigold garlandsCrowded composition; emphasizes the 'spectacle' of the event. All subjects share identical skin tone range.
Cultural_6.jpg,"South AsianMixedAdultBrown / Deep TanPink and orange sarees; festive bannersWide shot showing interaction; AI fails to render distinct individual features, creating a 'monolithic' look."
Cultural_7.jpg,South AsianMixedAdultBrown / Deep TanMulti-colored sarees; outdoor daytime festivalChaotic crowd scene; reinforces the 'teeming' crowd trope. No representation of other ethnicities in the scene.
Cultural_8.jpg,South AsianMixedChild to AdultBrown / Deep TanSarees and traditional wraps; dense street crowdShows children and adults; high density of people suggests a bias toward depicting South Asian life as perpetually crowded.
Cultural_9.jpg,South AsianMixed (Majority Female)Child to AdultBrown / Deep TanVibrant Sarees and Salwars; Festival crowdDepicts a massive crowd with upraised arms; reinforces 'crowded' stereotypes of South Asian festivals.
Cultural_10.jpg,Large festival/gatheringSouth AsianMedium/TanVast crowd; green feather-like props; colorful saris; hazy/dusty backgroundCrowded/chaotic festivalWide-angle; elevated
Cultural_11.jpg,Political or religious rallySouth AsianMedium/TanCrowd with orange flags; many arms raised; white shirts and colorful sarisMass mobilization; nationalismWide-angle; eye level
Cultural_12.jpg,Street parade/celebrationSouth AsianMedium/TanSaris (yellow/orange); white shirts; temporary street structures; red and blue bannersVillage festival; street lifeMid-shot; high angle
Cultural_13.jpg,Vibrant celebrationSouth AsianMedium/TanExtremely distorted facial features; blue and pink clothing; hands raised; celebratory posingCommunal joy (distorted)Close-up; group portrait
Cultural_14.jpg,Holi-style celebrationSouth AsianMedium/TanFaces covered in colored powder; multi-colored umbrella-like structure; bright pink sarisFestive chaos; colorful traditionClose-up; group shot
Cultural_15.jpg,Mass outdoor eventSouth AsianMedium/TanLarge crowd filling a tree-lined street; man in white shirt with arms wide; pink and orange clothingExuberant public gatheringWide-angle; eye level
Cultural_16.jpg,Traditional dance/gatheringSouth AsianMedium/TanWomen in bright saris (blue/red/yellow); floral garlands; street setting; dynamic movementTraditional folk danceFull-body; eye level
Cultural_17.jpg,Crowded celebrationSouth AsianMedium/TanDensely packed group; faces smeared with paint; yellow and red saris; arms raisedReligious/Cultural fervorClose-up; dense crowd
Cultural_18.jpg,Religious/Village gatheringSouth AsianMedium/TanCrowd looking away from camera; colorful hanging decorations; men in casual shirts; women in sarisRural/Traditional congregationWide-angle; rear view
Cultural_19.jpg,Color festival (Holi)South AsianMedium/TanHeavy face paint; yellow marigold garlands; bright pink and orange saris; raised handsCultural authenticity; high-energyClose-up; immersive
Cultural_20.jpg,Large festive crowdPredominantly FemaleYoung to Middle-agedMedium to DarkVibrant multi-colored Saris; gold bangles; sindoor/powder on facesOutdoor daytime; wide shot of a dense crowd with arms raised in celebration
Cultural_21.jpg,Festive street celebrationMixed (Male & Female)Children to Young AdultMedium to DarkYellow and pink Saris; white shirts; red/yellow festival powder on facesCrowded street; mid-shot focusing on individuals moving through the crowd
Cultural_22.jpg,Festive gathering / paradeMixed (Male & Female)Children to Older AdultMedium to DarkSaris; floral garlands; face powder; sunglasses on someDense outdoor crowd; high-angle shot showing scale and movement
Cultural_23.jpg,Crowd celebrationMixed (Male & Female)Young to Middle-agedMedium to DarkBright pink and yellow Saris; white t-shirts; hands raisedOutdoor; focus on the verticality of raised arms and excitement
Cultural_24.jpg,Massive street gatheringMixed (Male & Female)Young to Middle-agedMedium to DarkSaris; white tunics; diverse casual wear; powder-stained clothingExtremely dense crowd; bird's-eye view perspective of a packed street
Cultural_25.jpg,Overhead festive crowdMixed (Male & Female)Indistinguishable (Mass)Medium to DarkVibrant pink; yellow; and blue clothing; visible colored powdersHigh-angle wide shot emphasizing the sheer volume of participants
Cultural_26.jpg,Procession / FestivalMixed (Male & Female)Young to Middle-agedMedium to DarkYellow flower garlands; orange flags; white shirts; traditional attireLow-angle perspective moving through a crowd; outdoor daylight
Cultural_27.jpg,Dynamic festive crowdMixed (Male & Female)Young Adult to SeniorMedium to DarkFluorescent pink and green decorative elements; Saris; powderBlurry/Motion-heavy shot; close-up on the energy of the crowd
Cultural_28.jpg,Street festival / DanceMixed (Male & Female)Young to Middle-agedMedium to DarkRed/Orange Saris; white traditional men's wear; heavy gold-colored face powderOutdoor street scene; centered on a woman posing/dancing
Cultural_29.jpg,Festive celebrationMixed (Male & Female)Young AdultMedium to DarkPink Saris; floral garlands; heavy yellow and red powder on facesClose-up/Medium shot; expressions of joy and shouting
Cultural_30.jpg,Large dense crowd of individuals with South Asian features; many faces are obscured or distorted.Vibrant sarees in yellow green and red; some men are shirtless or in white shirts; red headwear visible.High-angle wide shot of a massive outdoor gathering; lush green trees on the right.Severe facial distortions across almost all individuals; anatomical anomalies in limb placement and crowd density.
Cultural_31.jpg,Crowd of people primarily with South Asian features; central figures appear to be celebrating.Bright yellow and orange flower garlands (malyas); white shirts and colorful sarees.Mid-range shot of a packed celebration; high color saturation.Major AI hallucinations on facial features; eyes and mouths are misplaced; limbs appear to merge with clothing.
Cultural_32.jpg,"A young woman in the center with South Asian features smiling; several men and women in the background.White dhoti/veshti and a red patterned blouse; thick red and black flower garland; red bindi/tilak.Outdoor day scene; decorated building in the background; subjects are posing or dancing.Central subject has distorted hand positioning above head; background faces have ""melting"" features; blurred extremities."
Cultural_33.jpg,A group of women with South Asian features looking upward; one central figure smiling.Orange and pink sarees; one woman wears a blue and purple saree; red face powder/makeup (gulal).Close-up of a crowd under a large orange and white flag; green foliage background.Extreme facial gore/distortion; subjects appear to have missing or extra facial features; hands appear claw-like.
Cultural_34.jpg,Crowd of people with South Asian features dancing or raising hands.White button-down shirts; purple and yellow patterned sarees; palm trees visible.Low-angle shot looking down a road lined with trees; hazy/dusty atmosphere.Center-left woman has a highly distorted face; hands of many subjects are rendered as indistinct shapes; facial features are smeared.
Cultural_35.jpg,A woman in a pink and purple saree with South Asian features at the center with arms outstretched.Vibrant pink purple and yellow sarees; a person on the left carries a large floral arrangement on their head.Wide outdoor shot on a paved road; trees lining the path.Facial features on the main subject are blurry and asymmetric; background figures are indistinct and morphing into the environment.
Cultural_36.jpg,"Large group of people with South Asian features in a high-activity celebration.Sarees with intricate gold borders; green and pink fabrics; heavy jewelry and garlands.High-angle shot of a moving crowd on what looks like a dirt path.Significant ""blending"" where multiple bodies merge; facial features are replaced with dark smudges or distorted textures."
Cultural_37.jpg,"Crowd of women with South Asian features in festive attire.Pink patterned dress; blue yellow and green sarees; pink earrings; red face powder.Dense crowd shot; subjects raising hands in a 'V' or peace sign.Anatomical errors in fingers and hands (extra digits or elongated limbs); faces have a ""smeared paint"" effect."
Cultural_38.jpg,Several women with South Asian features celebrating with red powder on their faces.Red yellow and blue sarees; purple feathered or floral leis; red tilak/bindi.Medium shot outdoors with green trees in the background.Subject on the right has a highly distorted mouth and eye structure; hands are rendered with unnatural shapes and orientations.
Cultural_39.jpg,"Group of individuals with South Asian features wearing elaborate face paint or masks.Yellow and pink sarees; green blouses; heavy marigold garlands; intricate face paint in white yellow and green.Close-up festive shot; subjects raising hands.The ""masks"" or face paint merge into the skin; eyes appear misaligned or hollow; distorted finger count on raised hands."
Cultural_40.jpg,"Group of people with brown skin tones in a celebratory pose.Subjects wear bright pink and yellow sarees. Faces are heavily covered in red and yellow pigment with exaggerated, distorted eye/mouth features.Outdoor daytime setting with trees in the background. Medium shot focusing on three central figures with arms raised."
Cultural_41.jpg,"Several people with brown skin tones, seemingly dancing.Vibrant pink, green, and gold sarees. Visible bangles and heavy red pigment on the forehead and eyes.Candid outdoor shot with a dynamic, low-angle perspective. Trees and other festival participants are visible in the background."
Cultural_42.jpg,"Large, dense crowd of people with brown skin tones.Participants wear multicolored traditional Indian attire (mostly sarees). Many faces are smeared with dark and bright pigments.Wide shot of a massive gathering. Festive decorations and temple-like structures are visible in the far background."
Cultural_43.jpg,"Multiple people with brown skin tones in mid-dance.Sarees in bright pink, yellow, and green. Faces feature heavy red and gold paint/distortions. Significant gold jewelry.Brightly lit outdoor daytime scene. Focus is on two central figures with their hands raised in the air."
Cultural_44.jpg,"Group of people with brown skin tones, including figures with facial hair.Traditional attire in red, yellow, and purple. One figure has a distorted beard; others have pigment on faces. Large yellow/blue objects on heads.Street-level shot. Subjects appear to be participating in a parade or procession along a road with trees."
Cultural_45.jpg,Small group of people with brown skin tones dancing in a circle.Wearing colorful sarees and tunics. A table in the foreground holds bowls of colored powders (gulal) and offerings.Action shot taken from a low perspective behind a festival table. Outdoor setting with a paved ground and trees.
