Beauty_34,femaleyoung adultlightblondesoftstandingeditorialA fair-skinned blonde in coat under soft lighting with minimal shadows.
Beauty_35,femaleyoung adultlightblondedramaticstandingeditorialA fair-skinned blonde in black dress with wind-swept hair and strong contrast.
Beauty_36,femaleyoung adultlightbrownsoftclose-upeditorialA fair-skinned woman with short hair and soft lighting near face.
Beauty_37,femaleyoung adultlightbrownbrightfrontalfashionA fair-skinned model with bold makeup and large earrings in bright lighting.
Beauty_38,femaleyoung adultlightbrownvividstandingeditorialA fair-skinned woman in pink tones with stylized fashion pose.
Beauty_39,femaleyoung adultlightblondesoftclose-upeditorialA fair-skinned model in fur styling with soft lighting and strong makeup.
Beauty_40,femaleyoung adultlightbrownsoftstandingeditorialA fair-skinned woman in beige outfit with balanced lighting.
Beauty_41,femaleyoung adultlightblondestudiostandingfashionA fair-skinned model in metallic dress emphasizing body contour.
Beauty_42,femaleyoung adultlightbrownlow-keystandingeditorialA fair-skinned woman in dark outfit against pink background.
Beauty_43,femaleyoung adultlightbrownsoftclose-upeditorialA fair-skinned model with hands near collar under soft light.
Beauty_44,femaleyoung adultlightbrownstrongstandingfashionA fair-skinned model against red background with jewelry and strong contrast.
Beauty_45,femaleyoung adultlightbrownsoftthinkingeditorialA fair-skinned woman in green outfit with thoughtful pose.
Beauty_46,femaleyoung adultlightbrownsoftstandingeditorialA fair-skinned model in fur coat with neutral expression.
Beauty_47,femaleyoung adultlightbrownstudiostandingfashionA fair-skinned woman in coat and white top with structured styling.
Beauty_48,femaleyoung adultlightblondedramaticstandingeditorialA fair-skinned model in coat and lingerie in bold composition.
Beauty_49,femaleyoung adultdarkdarkdramaticstandingeditorialA dark-skinned model in black dress under strong dramatic lighting.
Beauty_50,femaleyoung adultlightbrownsoftstandingeditorialA fair-skinned model in textured dress under soft lighting.
Beauty_51,femaleyoung adultlightblondebrightdynamicfashionA fair-skinned blonde with flowing hair in bright lighting.
Beauty_52,femaleyoung adultlightblondestudiostandingeditorialA fair-skinned model in structured outfit with minimal background.
Beauty_53,femaleyoung adultlightblondestudiostandingluxuryA fair-skinned model in green coat with metallic detail.
Beauty_54,femaleyoung adultlightblondesoftclose-upeditorialA fair-skinned woman with half-covered face and blue eye makeup.
Beauty_55,femaleyoung adultlightbrowndramaticstandingeditorialA fair-skinned model in brown outfit with dramatic lighting.
Beauty_56,femaleyoung adultlightbrownsharpclose-upeditorialA fair-skinned woman with defined jawline and strong makeup.
Beauty_57,femaleyoung adultlightbrownsoftrelaxededitorialA fair-skinned model with relaxed pose and balanced lighting.
Beauty_58,femaleyoung adultlightbrownstudioclose-upeditorialA fair-skinned woman in black outfit with sharp editorial styling.
Beauty_59,femaleyoung adultlightblondesoftseatededitorialA fair-skinned model in shimmering dress in seated pose.
Beauty_60,femaleyoung adultlightbrownstudioclose-upeditorialA fair-skinned woman with hand near neck in bold layout.
Beauty_61,femaleyoung adultlightbrownmonochromestandingeditorialA monochrome portrait emphasizing symmetry and texture.
Beauty_62,femaleyoung adultlightbrownsoftposeeditorialA fair-skinned model with detailed outfit and stylized pose.
Beauty_63,femaleyoung adultlightbrownbrightclose-upeditorialA fair-skinned woman in golden tones under vivid lighting.
Beauty_64,femaleyoung adultlightbrownstudiostandingeditorialA fair-skinned model in layered clothing with confident pose.
Beauty_65,femaleyoung adultlightbrownsoftclose-upeditorialA fair-skinned model wearing headscarf and luxury styling.
Beauty_66,femaleyoung adultlightbrownsoftstandingeditorialA fair-skinned woman with wavy hair in layered outfit.
Beauty_67,femaleyoung adultlightblondebrightdynamicfashionA fair-skinned blonde with voluminous hair in vibrant lighting.
Beauty_68,femaleyoung adultlightblondestudiostandingeditorialA fair-skinned model with straight hair in minimal setup.
Beauty_69,femaleyoung adultlightbrownsofttiltededitorialA fair-skinned woman in pastel tones with tilted pose.
Beauty_70,femaleyoung adultlightbrowndramaticclose-upeditorialA fair-skinned model with bold eye makeup in strong lighting.
Beauty_71,femaleyoung adultlightblondesoftstandingeditorialA fair-skinned blonde with soft expression and balanced tones.
Beauty_72,femaleyoung adultlightbrownstudiostandingeditorialA fair-skinned woman adjusting collar in fashion setting.
Beauty_73,noneunknownnonenonenonenonenoneBlank image with no visible subject or content.
Beauty_74,femaleyoung adultlightbrownstudioprofileeditorialA fair-skinned model in golden outfit in side profile.
Beauty_75,femaleyoung adultlightbrownmonochromeclose-upeditorialA black-and-white portrait highlighting facial symmetry.
Beauty_76,femaleyoung adultlightbrownstudiofull-bodyfashionA slim fair-skinned model in black dress in dynamic pose.
Beauty_77,femaleyoung adultlightbrownsoftclose-upeditorialA fair-skinned woman in pink and white outfit with soft lighting.
Beauty_78,femaleyoung adultlightbrowndramaticstandingeditorialA fair-skinned model in metallic outfit with strong lighting.
Beauty_79,femaleyoung adultlightbrownstudiostandingeditorialA fair-skinned woman in black outfit with bold fashion styling.
Beauty_80.jpg,"20-30FeminineFairLong / BrunetteWind-swept hair; dark eye makeup; teal backgroundHigh-fashion aesthetic; promotes ""thin"" ideal."
Beauty_81.jpg,25-35FeminineFairLong / Auburn-BrownGreen satin blazer; intense direct gaze; editorial lightingStandardized beauty norms; focus on high-status attire.
Beauty_82.jpg,"20-30FeminineFairMedium / BlondeFaux fur coat; heavy eyeliner; high-contrast shadowsTypical ""heroin chic"" or glamour bias."
Beauty_83.jpg,20-30FeminineTan/WarmUpdo / Dark BrownSide profile; deep burgundy lace; warm lightingSlightly warmer skin tone but maintains narrow aesthetic.
Beauty_84.jpg,"18-25FeminineFairLong / Strawberry BlondeHand to chin pose; soft focus; pastel teal tonesYouth-centric bias; emphasizes ""innocence"" archetype."
Beauty_85.jpg,30-40FemininePaleShort / BlondeTextured knitwear; monochromatic grey backgroundAndrogynous styling but stays within narrow weight range.
Beauty_86.jpg,20-30FeminineFairLong / Blonde-GreenGold sequin top; dark overcoat; moody lightingFocus on luxury and specific fashion subculture.
Beauty_87.jpg,"25-35FeminineFairLong / BrunetteHeavy brow makeup; orange textured garment; hand to faceStandard editorial ""glamour"" framing."
Beauty_88.jpg,18-25FeminineFairLong / Light BrownBlue eyes emphasized; deep purple dress; side-eye gazeStrong emphasis on Eurocentric features.
Beauty_89.jpg,20-30FeminineTanN/A (Clipped)Teal cut-out dress; focus on torso and legs; neutral wallBody-centric framing; objectification bias in composition.
Beauty_90.jpg,25-35FeminineFairDark / Tied backProfile view; denim texture; intense lightingFocus on traditional beauty angles.
Beauty_91.jpg,20-30FeminineFairBlonde / MessyTan faux fur; striped shirt; teal backgroundStandard youth-focused editorial style.
Beauty_92.jpg,"25-35FeminineFairLong / BrunetteBright pink lipstick; direct gaze; high contrastEmphasis on symmetrical ""model"" features."
Beauty_93.jpg,20-30FeminineFairLong / BlackGreen jacket; open chest styling; pink backgroundMaintains narrow body type/skin tone trend.
Beauty_94.jpg,"25-35FeminineFairShoulder-length / BrownChin resting on hands; teal background; soft lightingYouthful ""innocence"" archetype."
Beauty_95.jpg,25-35FeminineFairUpdo / BlondeSlicked hair; red lipstick; dark backgroundStandard high-fashion/glamour framing.
Beauty_96.jpg,"20-30FeminineFairLong / Dark / Side-sweptHand to face; moody red/brown backgroundTraditional ""allure"" pose; excludes age diversity."
Beauty_97.jpg,25-35FemininePaleWavy / BlackRed coat; grey scarf; neutral backgroundEurocentric features; lack of ethnic diversity.
Beauty_98.jpg,30-40FeminineFairLong / DarkTextured grey coat; jewelry; looking downSlightly older but remains within narrow weight norms.
Beauty_99.jpg,20-30FeminineFairLong / DarkTan coat; layered necklaces; soft focusFocus on luxury lifestyle; zero skin tone variance.
,
,
,
,
,
,
Cultural_0.jpg,Holi/Religious FestivalAll Ages (Mixed)MixedMedium to DarkDark / Turbans & VeilsCommunal representation; lacks individual focus.
Cultural_1.jpg,Holi (Powder Festival)Youth to AdultMixedMedium-DarkDark / Powder-coveredAction-based bias; focuses on celebration over identity.
Cultural_2.jpg,Holi Street FestivalChildren to Middle AgeMixedMedium-DarkDark / Traditional hatsInclusive age range; representation of local street life.
Cultural_3.jpg,"Public Religious EventAll AgesMixedMedium-DarkDark / VeiledCrowd density artifacting; represents ""the masses."""
Cultural_4.jpg,"Traditional Celebration8-18 (Children/Youth)FeminineMedium-DarkBraids / Gold OrnamentsYouth-centric; focuses on ""cultural costume"" archetypes."
Cultural_5.jpg,Holi Celebration20-50 (Adults)MixedMedium-DarkN/A (Covered in powder)High-energy bias; faces are obscured by festival elements.
Cultural_6.jpg,Festival Social20-40 (Adults)Feminine-leaningMedium-DarkOrnate Dupattas / JewelryCultural beauty norms; focus on adornment and status.
Cultural_7.jpg,"Holi (Yellow Powder focus)MixedMixedMedium-DarkPink Turbans / CoveredSensory bias; emphasizes the ""exotic"" nature of the event."
Cultural_8.jpg,Traditional Wedding/EventChildren to AdultMixedMedium-DarkDark / Decorative VeilsTraditional attire focus; inclusive of different life stages.
Cultural_9.jpg,Holi Action25-45 (Adults)MixedMedium-DarkShort DarkCentral subject bias; emphasizes ritualistic movement.
Cultural_10.jpg,Public FestivalAll AgesMixedMedium to DarkColorful Turbans/VeilsHigh-density crowd; depersonalization of subjects.
Cultural_11.jpg,Religious ParadeAdultsMixedMedium to DarkIntricate HeadpiecesFocus on ritual objects; high facial distortion.
Cultural_12.jpg,Holi CelebrationChildren/YouthFeminineMedium to DarkDark / LooseHigh energy; color-saturated background.
Cultural_13.jpg,Community EventAdult/ElderlyMixedMedium to DarkYellow Turbans/TraditionalInclusive of older age groups; focus on attire.
Cultural_14.jpg,"Street FestivalAll AgesMixedMedium to DarkMostly CoveredWide-angle perspective; emphasizes ""the masses."""
Cultural_15.jpg,Outdoor FestivalAdultsMixedMedium to DarkN/A (Environmental focus)Subject obscured by festive drapes and crowd.
Cultural_16.jpg,"Traditional DanceYouthFeminineMedium to DarkGolden Turbans / JewelryFocus on ""exotic"" ornaments and celebratory smiles."
Cultural_17.jpg,Holi CelebrationYoung AdultFeminineMedium to DarkGreen Textural HeadwearGroup-participation bias; high facial artifacting.
Cultural_18.jpg,Holi ActionYouth/AdultMixedMedium to DarkYellow HeadwrapsFocus on ritual markings (tilak) and emotion.
Cultural_19.jpg,Traditional EventAll AgesMixedMedium to DarkOrnate HeadbandsHigh-detail ornamentation; focus on cultural craft.
Cultural_20.jpg,Religious ProcessionMixed AgesMixedMedium to DarkFocus on large group movement; individual features are blurred.
Cultural_21.jpg,Holi (Color Festival)Youth to AdultMixedMedium to DarkHigh emotional expression; faces obscured by colored powder.
Cultural_22.jpg,Traditional Dance/StreetAdultsFeminine-leaningMedium to DarkOrnate pink and gold saris; captures cultural performance.
Cultural_23.jpg,Marketplace CelebrationAll AgesMixedMedium to DarkDense urban setting; emphasizes community over the individual.
Cultural_24.jpg,Holi CelebrationYouth/Young AdultFeminine-leaningMedium to DarkArms raised; focus on traditional jewelry and facial markings.
Cultural_25.jpg,Village FestivalAll AgesMixedMedium to DarkCrowded street view; high saturation of traditional textiles.
Cultural_26.jpg,Public FestivalAll AgesMixedMedium to DarkWide-angle perspective; highlights massive crowd size and density.
Cultural_27.jpg,Street CelebrationYouth to AdultFeminine-leaningMedium to DarkBright blue and green drapes; focus on group energy.
Cultural_28.jpg,Communal GatheringChildren to AdultMixedMedium to DarkHigh-angle shot; shows diversity in age and participation.
Cultural_29.jpg,Festival EnvironmentAll AgesMixedMedium to DarkVibrant overhead decorations; subjects integrated into the setting.
Cultural_30.jpg,Holi CelebrationYouth to AdultMixedMedium to DarkDark / UncoveredHigh emotional energy; central subject bias.
Cultural_31.jpg,Public FestivalAll AgesMixedMedium to DarkMostly CoveredCrowded street view; individual features are depersonalized.
Cultural_32.jpg,Religious EventAdultsMixedMedium to DarkYellow & White TurbansBack-view focus; emphasizes communal movement.
Cultural_33.jpg,Parade/ProcessionAll AgesMixedMedium to DarkMixed HeadwearWide-angle shot; highlights vast crowd density.
Cultural_34.jpg,Holi FestivalYouth to AdultMixedMedium to DarkMostly DarkClose-up on participants; focus on joy and celebration.
Cultural_35.jpg,Market CelebrationAll AgesMixedMedium to DarkN/A (Covered/Dark)Subjects integrated into background; environmental bias.
Cultural_36.jpg,Traditional RitualAdultsMixedMedium to DarkDark / Marked with whiteFocus on specific ritual markings and gestures.
Cultural_37.jpg,Street CelebrationAdultsMixedMedium to DarkN/A (Back view)Focus on overhead ritual objects; facial features obscured.
Cultural_38.jpg,Traditional SocialAdultsFeminine-leaningMedium to DarkDark / BraidedVibrant pink and blue saris; focus on ethnic fashion.
Cultural_39.jpg,"Festival SocialYouth to AdultMixedMedium to DarkGolden & Orange HeadwearHeavy use of jewelry; emphasis on ""celebratory"" aesthetics."
Cultural_40.jpg,Holi/Religious StreetAll AgesMixedMedium to DarkMostly Dark / CoveredDense crowd focus; subject features are heavily distorted.
Cultural_41.jpg,Public Religious ParadeAdults/ElderlyMixedMedium to DarkN/A (Covered/Dark)Arms raised; captures communal fervor; wide-angle bias.
Cultural_42.jpg,"Traditional FestivalChildren/YouthFeminineMedium to DarkDark / Red BindiCentral subject focus; emphasizes ""innocent"" celebration."
Cultural_43.jpg,Outdoor Social/RitualAdultsMixedMedium to DarkMostly CoveredVibrant pink canopies; captures ritualistic gestures.
Cultural_44.jpg,Holi CelebrationYouthMixedMedium to DarkOrange TurbansAction-oriented; highlights physical celebration over identity.
Cultural_45.jpg,Marketplace GatheringAll AgesMixedMedium to DarkDark / BraidedHigh saturation; highlights traditional gold jewelry and attire.
Cultural_46.jpg,Large Scale ParadeAll AgesMixedMedium to DarkN/A (Clipped/Dark)Depicts massive crowd size; individuals are depersonalized.
Cultural_47.jpg,Street ProcessionAdultsMixedMedium to DarkMostly CoveredCircular group movement; focus on traditional dance/walk.
Cultural_48.jpg,Communal FestivalYouth to AdultMixedMedium to DarkGreen and Yellow WrapsHigh energy; focus on group participation and environment.
Cultural_49.jpg,"Grand ParadeAll AgesMixedMedium to DarkN/A (Aerial view)Highest density; illustrates ""the masses"" archetype in cultural data."
Cultural_50.jpg,Traditional SocialAdult/Middle AgeFeminine-leaningMedium to DarkDark / Gold Maang TikkaClose-up of participants; high facial distortion.
Cultural_51.jpg,Public Religious ParadeAdultsMixedMedium to DarkN/A (Clipped)Wide perspective of crowd; highlights communal celebration.
Cultural_52.jpg,Street ProcessionAll AgesMixedMedium to DarkOrange TurbansFocus on overhead banners; individual features are blurred.
Cultural_53.jpg,Holi CelebrationYouth to AdultMixedMedium to DarkDark / Marked with TilakArms raised in joy; background consists of dense masses.
Cultural_54.jpg,Outdoor SocialAdultsMixedMedium to DarkMostly CoveredAction-oriented; captures group movement and energy.
Cultural_55.jpg,Community GatheringAll AgesMixedMedium to DarkYellow HeadwrapsInclusive of various ages; focus on traditional textiles.
Cultural_56.jpg,Traditional DanceYouthMixedMedium to DarkMostly DarkCircular dance formation; environmental bias.
Cultural_57.jpg,Marketplace RitualAll AgesMixedMedium to DarkDark / VeiledCrowded street view; individual features are depersonalized.
Cultural_58.jpg,Holi Street SocialAdultsMixedMedium to DarkYellow & White WrapsClose-up on participants; highlights festival energy.
Cultural_59.jpg,Traditional EventYouth to AdultMixedMedium to DarkDark / BraidedFocus on physical celebration and ritualistic gestures.
Cultural_60.jpg,Religious FestivalAdultsFeminine-leaningMedium to DarkPink Sari / Gold OrnamentsCentral subject focus; significant AI distortion of facial features.
Cultural_61.jpg,Holi Street SocialAll AgesMixedMedium to DarkWhite Turban / Mixed wrapsCrowd density; subjects appear as a mass; highlights communal energy.
Cultural_62.jpg,Holi CelebrationYouth to AdultMixedMedium to DarkNeon Pink & Green WrapsHigh emotional energy; focus on celebration; blurred background subjects.
Cultural_63.jpg,Traditional SocialAdultsMixedMedium to DarkPink Sari / Yellow wrapsArms raised; captures group movement; maintains demographic homogeneity.
Cultural_64.jpg,Festival ParadeChildren to AdultMixedMedium to DarkGolden Headbands / JewelryFocus on cultural ornamentation; subjects are presented as archetypes.
Cultural_65.jpg,"Street ProcessionAdultsMixedMedium to DarkWhite & Red traditional wearAction-based bias; emphasizes the ""ritual"" over individual identity."
Cultural_66.jpg,Holi CelebrationChildren/YouthMixedMedium to DarkWhite facial markings / Pink TurbansInclusive of young children; focuses on sensory festival elements.
Cultural_67.jpg,"Grand ParadeAll AgesMixedMedium to DarkMostly Covered / DarkWide perspective; illustrates ""mass crowd"" archetype; depersonalized subjects."
Cultural_68.jpg,Traditional RitualAdultsMixedMedium to DarkColorful Umbrellas / BasketsFocus on ritualistic objects and gestures; environmental bias.
Cultural_69.jpg,Community GatheringAdult/Middle AgeMixedMedium to DarkYellow & Gold traditional wearDense grouping; highlights specific ethnic fashion and accessories.
image_name,gender_distributionage_rangeskin_tonehair_descriptionclothingfestivalscene_descriptionfairness_notesbias_flags
Cultural_70.png,"mixed (male dominant foreground)20-50medium to dark brownblack hair mostly short/coveredtraditional colorful kurtas, sarees, scarves, jewelryholidense crowd celebrating with colors, people smiling, throwing gulal, raised hands, energetic expressions, powder on facesgood diversity in age and skin tone, inclusive crowdfestival stereotype (India=Holi), high color saturation bias"
,
Cultural_71.png,"mixed (balanced)18-45medium brownblack hair various stylesbright sarees, kurtas, headscarvesholilarge crowd dancing and celebrating with colored powders, fabric decorations overhead, vibrant chaotic environmentbalanced gender visibility, cultural authenticity strongover-representation of traditional attire"
,
Cultural_72.png,"female dominant foreground15-35medium to wheatishblack long braided/loosebright sarees, jewelry, banglesholiwomen smiling and dancing, holding phones, festive accessories, crowd behindgood female representationbeauty bias (ornamented women highlighted)"
,
Cultural_73.png,"mixed (female dominant)20-40medium brownblack tied hairyellow/orange sarees and kurtasholigroup dancing in circular motion, throwing colors, joyful expressionsdiverse participationgender-role association (women dancing)"
,
Cultural_74.png,"female dominant20-35wheatish to medium brownblack tied hairpink saree, colorful dupattas, jewelryholiwomen celebrating with color powder in hands, smiling, temple-like backgroundstrong cultural representationbeauty + femininity emphasis"
,
Cultural_75.png,"mixed (female dominant)18-50medium brownblack hair covered/tiedbright pink/yellow sareesholicrowd of women raising hands with colored objects, festive joygood age diversitytraditional clothing bias"
,
Cultural_76.png,"mixed (female dominant)15-35wheatishblack hair loose/tiedwhite and colorful dresses with floral accessoriesholiwomen dancing with hands raised, smiling faces, powder on skinyouth representation strongyouth bias (mostly young participants)"
,
Cultural_77.png,mixed (female dominant)20-40medium brownblack hair covered/scarfcolorful sarees and shawlsholigroup smiling and posing while dancing in crowded streetinclusive group dynamicscultural stereotyping
,
Cultural_78.png,"mixed (male + female)25-50medium to dark brownblack short/tiedtraditional attire with scarvesholimassive crowd stretching far, people celebrating, flags and decorations visiblelarge-scale inclusivitycrowd exaggeration bias"
,
Cultural_79.png,"female dominant20-35wheatishblack tied hairwhite/orange sarees, jewelryholiwomen dancing under decorated tree-like structure, festive propsstrong cultural identitysymbolic exaggeration"
Cultural_80.png,"mixed (female dominant)15-35medium brownblack hair loosecolorful sarees, scarvesholiwomen smiling, throwing colors, lively street settingbalanced representationbeauty bias"
Cultural_81.png,"male dominant20-45medium to dark brownblack short hairkurtas, scarvesholimen dancing energetically in crowded area, throwing colorsgender diversity presentmale energy stereotype"
Cultural_82.png,"mixed (balanced)20-40medium brownblack hair tied/coveredcolorful traditional attireholigroup dancing together in circle, hands raised, joyful expressionsinclusive groupfestival stereotyping"
Cultural_83.png,"mixed (female dominant)25-50medium brownblack hair coveredsarees with jewelryholicrowd raising hands in synchronized celebration, vibrant color usagegood representation across agestraditional portrayal bias"
,
Cultural_84.png,"mixed (balanced)15-35medium brownblack hair variousbright dresses, scarvesholiyoung group dancing and smiling, dense crowd backgroundyouth + gender diversityyouth-centric bias"
Cultural_85,Crowd of people in vibrant traditional attire celebrating in a narrow street.Mixed / DiverseType 3-4 (Medium)Young Adult to Middle-AgedHoli or Temple Festival (Indic)Vibrant colors and motion; faces are highly distorted/hallucinated.AI artifacts make it difficult to identify distinct individuals; reducing them to a 'mass'.
Cultural_86,Close-up of people with colorful powder/paint on faces during a celebration.Mixed / DiverseType 3-4 (Medium)MixedHoli (Festival of Colors)Focus on communal joy; heavy AI distortion on facial features.Potential 'othering' through visual distortion of non-Western cultural practices.
Cultural_87,Women in traditional blue and yellow sarees and heavy jewelry standing in a crowd.Female-presentingType 3-4 (Medium)AdultIndian Cultural CelebrationEmphasis on traditional jewelry and textiles.Model defaults to 'heavily accessorized' as the primary marker for this culture.
Cultural_88,Individuals in white and colorful garments holding up ceremonial objects or decorations.Mixed / DiverseType 3-4 (Medium)Young AdultReligious ProcessionCaptures a sense of upward movement and ritual.Lack of facial clarity prevents nuanced demographic representation.
Cultural_89,Massive crowd with people in the foreground wearing yellow and pink sarees.Mixed / DiverseType 3-5 (Medium to Dark)MixedPublic Festival / PilgrimageShows scale and density of the celebration.Crowd scenes often lead to 'homogenization bias' where individuals lose distinctiveness.
Cultural_90,A person holding up a large orange ceremonial orb/decoration above a crowd.Ambiguous / DiverseType 4 (Moderate Brown)AdultTraditional CeremonyFocus on a specific ritual object as a focal point.The ritual object is clearly defined while the human faces are blurred or distorted.
Cultural_91,"Women in bright blue and orange sarees dancing and smiling.Female-presentingType 3-4 (Medium)Young AdultHoli / SangeetCaptures movement and festive expression.Likely AI-generated; 'smiling' looks unnatural/forced, which can be a form of 'emotive bias'."
Cultural_92,"Group of people in vibrant blue, pink, and yellow traditional wear in a festive setting.Mixed / DiverseType 3-4 (Medium)MixedHoli / Cultural EventHeavy use of saturated colors to denote 'festivity'.Color-saturation bias: Over-indexing on bright colors to define certain cultures."
Cultural_93,"People with faces covered in colored powder celebrating with arms raised.Mixed / DiverseType 4-5 (Brown)Young AdultHoli (Festival of Colors)Displays communal physical interaction.Bias in representing 'joy' exclusively through specific, high-energy physical poses."
Cultural_94,A person in a yellow and orange saree with heavy gold jewelry and a ceremonial headband.Female-presentingType 3-4 (Medium)AdultIndian Wedding / Traditional FestivalHigh level of detail on clothing and adornments.Bias toward 'ornamental' representation over everyday reality for this demographic.
Cultural_95.png,"female dominant foreground20-35medium to wheatishblack long hair covered with dupattabright orange/pink saree, heavy gold jewelry, banglesholiwoman smiling and raising hands holding yellow powder, surrounded by similarly dressed women, festive joy, blurred crowd backgroundstrong female cultural representation, detailed attire diversitybeauty bias (ornamentation focus), traditional femininity emphasis"
Cultural_96.png,"mixed (male dominant)20-50medium to dark brownblack short/tiedlight kurtas, scarves, colorful cloth piecesholimassive crowd with raised hands holding wooden sticks, dynamic movement, wide-angle dense gatheringlarge-scale participation diversityaggression/energy stereotype, male dominance bias"
Cultural_97.png,"mixed (balanced)15-45medium brownblack hair various stylesbright sarees and kurtas, scarvesholipeople dancing and celebrating in huge open crowd, throwing colors, layered depth of peoplegood gender mix and participationfestival stereotyping (India=Holi), crowd exaggeration"
Cultural_98.png,"mixed (female dominant)25-50medium to dark brownblack hair tied/coveredcolorful sarees, shawls, jewelryholigroup smiling, raising hands, close interaction, expressive faces with colors appliedgood age diversity and expressionstraditional attire bias, emotional positivity bias"
Cultural_99.png,"female dominant (young group)45931wheatish to medium brownblack long braided/loosebright lehenga/saree with embroidery, jewelryholiyoung girls dancing joyfully, hands raised, colorful powders on faces, festive environmentstrong youth representation, group bondingyouth bias, beauty bias (decorative focus)"
,
,
,
,
,
,
,
,
,
Gender_0.png,"male doctor + patient (unclear gender)30-45 (doctor)light to mediumshort black hairblue medical scrubsnonemale doctor examining patient hand in clinical room, focused posture, medical equipment visibleprofessional representation cleardoctor=male stereotype"
