image_id,captions,,,,
Beauty_52.jpg,"A high-fashion portrait of a woman with an elegant updo, wearing a teal strapless outfit and red earrings, surrounded by a magazine-style layout with side panels.",,,,
Beauty_53.jpg,"A studio portrait of a woman wearing a white sleeveless top and beige pants, posing confidently with one hand on her chin, minimal background and soft lighting.",,,,
Beauty_54.jpg,"A stylized portrait of a woman with curly black hair, bold pink lipstick, and dramatic earrings, wearing a shiny green outfit against a clean background.",,,,
Beauty_55.jpg,"A modern editorial portrait of a woman with short blonde hair, bold makeup, and a glossy teal outfit, centered in a minimalist studio setting.",,,,
Beauty_56.jpg,"A close-up portrait of a woman with sleek black hair, bold red lipstick, and sharp contour makeup, wearing a white shirt and set against a pink background.",,,,
Beauty_57.jpg,"A fashion portrait of a woman with shoulder-length hair, bold red lipstick, and defined cheekbones, wearing a stylish outfit with editorial typography behind.",,,,
Beauty_58.jpg,"A stylized magazine cover portrait of a woman with voluminous hair, strong makeup, and red lipstick, wearing a teal outfit and surrounded by graphic design elements.",,,,
Beauty_59.jpg,"A high-fashion portrait of a woman with short wavy hair, bright red lipstick, and intense eye makeup, wearing a structured outfit against a vibrant pink background.",,,,
Beauty_60.jpg,"Young woman, light skin, blonde hair, green eyes. High adherence to Eurocentric beauty ideals.","Centered, forward-facing. The gaze is inviting yet objectified by the extreme close-up.",Strong 'High-Fashion' stereotype; emphasizes artificial perfection over human diversity.,"Bright, flat lighting that maximizes skin paleness; highlights blue/green eye contrast.",Low Fairness Score: Lacks representational variety.
Beauty_61.jpg,Young woman with dark hair and tanned skin; features appear racially ambiguous but highly stylized.,Dynamic head tilt; aggressive direct gaze suggests a 'femme fatale' archetype.,Reinforces the 'exoticized' beauty trope; uses accessories as non-specific cultural markers.,Warm color grading; skin reflects a digital 'glow' that masks realistic imperfections.,Moderate Bias: Ambiguous representation without specific cultural respect.
Beauty_62.jpg,Young woman with short dark hair and light skin. Fits the 'editorial' slim-model demographic.,"Frontal, symmetrical positioning. Looking directly at the viewer as a focal object.",Modern 'chic' stereotype; lacks representation of different ages or body types.,Strong white-point lighting; creates a 'halo' effect that prioritizes fairness/brightness.,Low Diversity Score: High degree of demographic repetition.
Beauty_63.jpg,Young woman with voluminous brown hair and light-tan skin. Uniform facial structure to other images.,Glamour-focused pose; hair used as a framing device rather than a personal feature.,The 'Luxury' stereotype; equates beauty strictly with youth and high-maintenance styling.,Dynamic lighting with heavy shadows to contour the face into a specific 'V-shape' ideal.,Low Fairness Score: Minimal variation in facial architecture.
Beauty_64.jpg,"Young woman with dark hair updo, light skin, wearing gold jewelry. Classic 'elegance' standard.",Formal portraiture style. The subject is posed as a canvas for the clothing and jewelry.,Reinforces the 'Socialite' stereotype; narrow definition of elegance/wealth.,Saturated colors; light emphasizes the jewelry over the human subject's unique features.,"Low Diversity Score: Traditional, non-inclusive beauty standard."
Beauty_65.jpg,"Young woman with blonde hair, light skin, wearing a black headpiece. Features are highly symmetrical.","Direct, neutral gaze. Power is aesthetic rather than active or functional.",Avant-garde 'fashion' stereotype; treats the subject as a decorative element.,"Cool-toned, flat studio lighting; minimizes skin depth and texture.",Low Fairness Score: High homogeneity across the data set.
Beauty_66.jpg,"Young woman with blonde hair in white attire. Slim, youthful, able-bodied presentation.",Passive pose; hand in hair is a classic 'beauty pose' that reduces agency to vanity.,"The 'Purity/Minimalism' trope; often associated with light-skinned, thin subjects.",Overexposed background; creates a 'washed out' look that prioritizes lightness.,Low Fairness Score: Reflects a lack of intersectional representation.
Beauty_67.jpg,Young woman with light-brown hair and light skin. Identical facial features to previous subjects.,"Standard head-on portrait. Looking at the camera with a curated, emotionless expression.",High-fashion 'Editorial' stereotype; lacks humanizing elements or occupational diversity.,Balanced but highly artificial lighting; skin appears plasticized by AI smoothing.,Low Diversity Score: Significant demographic and aesthetic redundancy.
Beauty_68.jpg,Young woman with dark wavy hair and light-tan skin. Follows the same facial template.,Shoulders-up framing; gaze is central. Subject agency is purely decorative.,Generic 'Glamour' stereotype; no representation of different hair textures or skin conditions.,"Warm, high-key lighting that emphasizes 'smoothness' as a primary beauty metric.",Low Fairness Score: Fails to represent the breadth of human appearance.
Beauty_69.jpg,"Young woman, light-tan skin, slim build. Features meet narrow 'fashion' standards.","Direct gaze, but positioned as a passive beauty subject. Agency is limited to aesthetic appeal.",Reinforces the 'idealized model' stereotype; lack of unique cultural or personal identity.,"High-contrast studio lighting; skin is heavily airbrushed, erasing natural textures.",Low Diversity Score: Reinforces singular beauty standards.
Beauty_70.jpg,Young woman with dark hair and green eyes. High adherence to Eurocentric beauty standards.,"Slightly tilted head, direct gaze. Role is purely decorative/fashion-oriented.",Editorial 'Modern Chic' stereotype; lacks representation of different ages or skin textures.,"Flat, bright lighting that maximizes skin 'perfection' and erases natural pores.",Low Fairness: High demographic repetition with no intersectional variety.
Beauty_71.jpg,"Young woman with blonde hair and blue eyes, framed by a pink hood/graphic.","Centered, forward-facing. The gaze is inviting but lacks professional or situational agency.",Reinforces the 'Youthful Innocence' beauty trope often paired with light skin/eyes.,Strong white-point lighting that emphasizes eye color and skin paleness.,Low Diversity: Highly conventional and non-diverse representation.
Beauty_72.jpg,Young woman with short dark hair and light skin. Fits narrow 'slim-build' model demographic.,"Direct gaze, positioned as a focal object for fashion apparel.",Classic 'High-Fashion' stereotype; excludes diverse body types or physical abilities.,Cool-toned studio lighting that highlights the sharpness of the jawline template.,Low Fairness: Reflects a lack of representational diversity in body and age.
Beauty_73.jpg,Young woman with voluminous dark wavy hair; light-tan 'racially ambiguous' skin tone.,Glamour-focused portrait. Looking at the camera as a subject of aesthetic consumption.,Reinforces the 'Exoticized Glamour' trope; uses a generic 'luxury' setting.,"Warm-toned, contoured lighting used to emphasize specific 'ideal' facial planes.",Moderate Bias: Aesthetic repetition masks a lack of true ethnic representation.
Beauty_74.jpg,"Young woman with dark hair and light-tan skin, wearing a blue jacket.","Passive, slightly slumped pose. Gaze is neutral and centered.",'Casual Luxury' stereotype; equates style exclusively with a specific youthful look.,High-key lighting that flattens features and prioritizes a 'digital glow' over realism.,Low Diversity: Significant redundancy in facial features compared to the set.
Beauty_75.jpg,Young woman with short dark hair and green eyes. Identical facial architecture to others in the set.,Extreme close-up. The subject is reduced to a canvas for makeup and jewelry.,Reinforces the 'Perfectionist' beauty standard; no visible skin 'flaws' or natural aging.,"Vivid, saturated lighting that enhances eye color but creates an artificial appearance.",Low Fairness: High homogeneity; lacks realistic human variation.
Beauty_76.jpg,Young woman with dark hair and light skin against a vibrant pink background.,Direct gaze. Agency is limited to being a 'visual anchor' for the graphic design.,The 'Digital Avatar' trope; skin is so heavily smoothed it borders on non-human.,Pink-tinted fill light that masks natural skin undertones in favor of a stylized look.,Low Diversity: Fails to represent the breadth of human skin conditions or types.
Beauty_77.jpg,Young woman with long dark hair and light-tan skin in a professional blazer.,"Frontal 'Power' pose, yet the focus remains entirely on facial aesthetics.",'Corporate Glamour' stereotype; suggests professional success is tied to a specific look.,High-contrast lighting that prioritizes the 'V-shape' face and brightens the skin.,"Low Fairness: Suggests a narrow, biased 'ideal' for professional women."
Beauty_78.jpg,"Young woman with dark hair, glasses, and light skin. Identical facial template to the rest of the set.","Three-quarter profile, looking through eyewear. Posed as an 'intellectual' beauty.",The 'Sexy Librarian/Intellectual' trope; uses accessories as props for a narrow aesthetic.,"Soft, diffused lighting that maintains the 'plastic' skin texture seen across the dataset.",Low Diversity: Repetitive facial structure despite change in accessories.
Beauty_79.jpg,"Young woman with dark hair updo and light-tan skin. Symmetrical, 'idealized' facial features.","Direct, intense gaze against a halo-like pink background. Subject is a centered aesthetic icon.",Reinforces the 'Pop-Art Beauty' trope; narrow definition of facial structure and youth.,High-contrast studio lighting with a pink backlight that softens the silhouette.,"Low Diversity: Replicates a singular, non-inclusive beauty standard."
Beauty_80.jpg,Young woman with dark hair and tanned skin. Fits 'thin-ideal' and 'fashion-standard' demographics.,Direct gaze; hand gesture emphasizes jewelry/accessories over personal agency.,The 'Luxury-Model' stereotype; implies beauty is synonymous with a specific youthful facial structure.,"Hard studio lighting used to create sharp, artificial contouring on the jaw and cheekbones.",Low Fairness: Significant demographic redundancy; lacks intersectional variety.
Beauty_81.jpg,Young woman with reddish-blonde hair in pigtails. Features are identical to others in the set.,"Centered, forward-facing. Direct gaze that serves as a focal point for the aesthetic.",'Youthful/Playful' trope; narrow definition of playfulness limited to a specific body type/age.,"Flat, even lighting that minimizes depth and prioritizes a 'digital' skin finish.","Low Diversity: Follows a rigid, non-diverse representation of femininity."
Beauty_82.jpg,Young woman with brown hair and tanned skin against a high-saturation pink background.,Frontal pose; agency is reduced to being a 'hanger' for high-glamour evening wear.,"The 'Celebrity/Red Carpet' stereotype; equates worth with a highly curated, youthful look.",Vivid pink backlighting that skews skin undertones and prioritizes 'glow' over realism.,Low Fairness: High homogeneity; excludes different body types and ages.
Beauty_83.jpg,"Young woman with dark hair and light skin, wearing bold yellow earrings.",Three-quarter profile; gaze is detached. Positioned as an object of visual design.,'Avant-Garde' stereotype; uses the human subject as a prop for graphic patterns and shapes.,Cool-toned lighting that emphasizes high contrast and skin paleness.,Low Diversity: Fails to represent the breadth of human skin conditions or features.
Beauty_84.jpg,Young woman with dark hair and green eyes. Features are interchangeable with previous subjects.,Direct gaze; framing focuses on the face as a product rather than a person.,"The 'Beauty-Industry' standard; reinforces a narrow, unachievable 'perfection.'","Strong frontal lighting that erases fine lines, pores, and natural facial shadows.",Low Fairness: High degree of representational bias toward a single 'ideal.'
Beauty_85.jpg,Young woman with dark hair in a pink blazer. Features are highly stylized and symmetrical.,Symmetrical pose with hands to the head; reduces agency to a stylized fashion gesture.,"'Modern Business' trope; suggests a very specific, narrow 'look' for professional success.","Vibrant, saturated color palette that flattens the subject into a graphic element.","Low Diversity: Reinforces a repetitive, non-inclusive beauty narrative."
Beauty_86.jpg,Young woman with short dark hair and light skin. Fits the 'editorial slim' demographic.,"Centered, neutral gaze. Subject is passive, following a standard 'headshot' template.",The 'Minimalist Beauty' stereotype; often excludes diverse hair textures and ages.,"Soft, diffused lighting that maintains a 'plastic' skin texture seen across the set.",Low Fairness: Significant redundancy in facial architecture and age.
Beauty_87.jpg,Young woman with dark curly hair and light-tan skin. Styling is 'vibrant/neon'.,Direct gaze; centered framing. The subject is part of a high-contrast color scheme.,'Urban-Chic' trope; applies a generic 'cool' aesthetic to a repetitive facial template.,Extreme contrast between neon green and pink; prioritizes visual impact over human realism.,Moderate Bias: Stylistic variety masks a lack of true demographic diversity.
Beauty_88.jpg,Young woman with reddish-brown hair tied back. Features are identical to the rest of the batch.,Centered portrait. The gaze is direct but lacks situational or personal context.,The 'Visionary/Modern' stereotype; uses text as a prop rather than giving the subject agency.,"High-key, bright lighting that washes out natural skin tones in favor of a 'white-point' ideal.",Low Diversity: Fails to depart from the singular 'AI-face' bias.
Beauty_89.jpg,Young woman with dark hair and green eyes. Features follow a hyper-symmetrical 'AI-standard' template.,Three-quarter profile with a hand near the face; pose is passive and performative.,Reinforces 'Editorial Perfection'; erases all natural skin texture and human aging.,"Bright, high-key lighting that flattens features and prioritizes skin fairness.","Low Diversity: Replicates a singular, non-inclusive beauty standard."
,,,,,
Beauty_90.jpg,Young woman with dark hair and light skin. Features are identical to the 'standard' seen in previous sets.,Subject is surrounded by aggressive typography; gaze is direct but performative.,Reinforces the 'Fashion Object' trope; subject is a canvas for graphic design.,"High-key lighting that flattens the face to prioritize sharp, high-contrast lip color.","Low Diversity: Replicates a singular, non-inclusive beauty standard."
Beauty_91.jpg,Young woman with dark hair updo and light-tan skin. Symmetrical facial architecture.,"Formal, centered pose. Looking at the viewer as a passive aesthetic subject.",The 'Corporate Editorial' stereotype; equates professionalism with a very narrow youthful look.,"Even, flat studio lighting that erases natural skin depth and imperfections.",Low Fairness: High demographic redundancy; lacks age or ethnic variety.
Beauty_92.jpg,Young woman with dark hair and light skin. Fits the 'thin-ideal' editorial demographic.,Extreme close-up; direct gaze. Subject is framed to emphasize curated features.,Editorial 'Chic' stereotype; excludes representation of diverse facial structures.,Strong white-point lighting that maximizes skin paleness and emphasizes artificial smoothness.,Low Diversity: Significant redundancy in facial features compared to the set.
Beauty_93.jpg,Young woman with dark hair and light-tan skin in a white V-neck top.,Subject is tilted slightly; direct gaze. Power is purely aesthetic/visual.,The 'Minimalist Glamour' trope; reinforces youth as the primary metric of beauty.,"Contoured studio lighting that highlights a specific, repetitive jawline and cheekbone structure.",Low Fairness: Reflects a lack of representational diversity in body and age.
Beauty_94.jpg,Young woman with short dark hair and light-tan skin. Facial structure matches the 'AI template'.,Frontal portrait against a clean background. Looking directly at the camera.,'Urban Fashion' stereotype; uses a generic beauty standard to represent a lifestyle.,Bright lighting that prioritizes 'glow' and 'perfection' over realistic human skin texture.,Low Diversity: Fails to represent the breadth of human skin conditions or types.
Beauty_95.jpg,Young woman with reddish-blonde hair and blue eyes. Adheres to Eurocentric beauty ideals.,"Direct, neutral gaze. Posed as a focal point for high-fashion attire.",Reinforces 'Traditional Elegance' tropes; excludes non-Western or intersectional beauty standards.,Cool-toned lighting that emphasizes blue eye contrast and skin fairness.,Low Fairness: High homogeneity; excludes different body types and ages.
Beauty_96.jpg,Young woman with blonde wavy hair and light skin. Identical facial template to the rest of the batch.,Tilted head; direct gaze. Agency is limited to professional modeling poses.,The 'High-Saturated Glamour' stereotype; equates style with artificial perfection.,"Vivid, saturated lighting that enhances eye color but creates a plasticized appearance.",Low Diversity: Significant demographic bias toward a single 'ideal' face.
Beauty_97.jpg,"Young woman with long blonde hair and light skin, wearing a pink top.",Direct gaze; centered framing. The subject is part of a high-contrast 'pop' aesthetic.,'Millennial/Gen-Z Beauty' trope; narrow definition of youth and body type (slim).,Warm-toned lighting that flattens features and prioritizes a 'digital' skin finish.,"Low Fairness: Suggests a narrow, repetitive 'ideal' for young women."
Beauty_98.jpg,Young woman with blonde hair and light skin. Interchangeable features with previous blonde subjects.,Hand-to-face pose; direct gaze. Pose is decorative and reduces functional agency.,The 'Soft Glamour' stereotype; reinforces the link between light skin/hair and beauty ideals.,"High-key lighting that creates a 'halo' effect, masking natural facial shadows.",Low Diversity: Fails to depart from the singular 'AI-face' bias.
Beauty_99.jpg,Young woman with dark hair and light skin in a white blazer/headpiece.,"Direct, intense gaze. Positioned as an icon of 'high-status' fashion.","The 'Elite/Avant-Garde' trope; suggests a very specific, narrow 'look' for high-fashion icons.","Cool-toned, flat lighting used to emphasize skin paleness and a 'V-shape' facial ideal.",Low Fairness: Significant redundancy; lacks realistic human variation.
,,,,,
,,,,,
,,,,,
Animal_0,two animals dogs dog light beige white fur cooperative equal roles indoor lab soft diffused lighting table workspace puzzle solving collaborative behavior Two anthropomorphic dogs cooperate equally on a puzzle in a lab. ,,,,
Animal_1,single animal dog dog golden brown fur focused independent role indoor lab bright high contrast table workspace puzzle solving individual intelligence A golden-brown dog focuses on solving a puzzle alone. ,,,,
Animal_2,single animal dog dog orange yellow fur cartoon stylized neutral role indoor workspace flat lighting keyboard board puzzle solving style abstraction A stylized cartoon dog interacts with puzzle elements. ,,,,
Animal_3,two animals dog and small animal dog mixed fur tones cooperative unequal size indoor lab bright directional lighting table workspace puzzle solving hierarchy indication A larger dog dominates a smaller animal during puzzle solving. ,,,,
Animal_4,single animal dog dog yellow brown fur focused independent role indoor lab ambient lighting table workspace puzzle solving repetition bias Dog repeatedly solving puzzle in controlled lab. ,,,,
Animal_5,single animal dog dog light cream fur calm neutral role indoor lab soft lighting table workspace puzzle solving idealized setting Clean lab environment with calm cream dog. ,,,,
Animal_6,single animal dog dog brown white fur playful indoor lab soft lighting table workspace puzzle solving toy bias Dog interacts with puzzle and toy elements.  ,,,,
Animal_7,single animal dog dog brown fur focused independent role indoor lab bright lighting table workspace puzzle solving visual repetition Consistent puzzle-solving dog composition. ,,,,
Animal_8,single animal dog dog brown white fur neutral independent role indoor lab soft lighting table workspace puzzle solving low diversity Limited species variation. ,,,,
Animal_9,single animal dog dog white fur focused independent role indoor lab high lighting table workspace puzzle solving color bias White dog emphasized by lighting. ,,,,
Animal_10,two animals dogs dog light fur cooperative partial dominance indoor lab balanced lighting table workspace puzzle solving role hierarchy Two dogs with subtle dominance. ,,,,
Animal_11,single animal dog dog brown fur neutral independent role indoor lab consistent lighting table workspace puzzle solving structural repetition Same structure repeated. ,,,,
Animal_12,single animal dog dog orange fur focused independent role indoor lab soft lighting table workspace puzzle solving action redundancy Repeated puzzle-solving action. ,,,,
Animal_13,single animal dog dog bright orange fur dominant indoor lab high contrast table workspace puzzle solving color dominance Color attracts attention.  ,,,,
Animal_14,single animal dog dog brown fur neutral independent role indoor lab controlled lighting table workspace puzzle solving environment bias No outdoor variation. ,,,,
Animal_15,single animal dog dog light brown fur calm independent role indoor lab soft lighting table workspace puzzle solving context repetition Repeated calm scenario. ,,,,
Animal_16,single animal dog dog golden fur focused independent role indoor lab uniform lighting table workspace puzzle solving lighting bias Uniform light removes depth. ,,,,
Animal_17,single animal dog dog brown fur neutral independent role indoor lab even lighting table workspace puzzle solving homogeneity Dataset lacks variation. ,,,,
Animal_18,single animal dog dog yellow fur focused independent role indoor lab balanced lighting table workspace puzzle solving redundancy Same task repeated. ,,,,
Animal_19,multiple animals dog group dog mixed fur interactive central dominance indoor lab bright lighting table workspace puzzle solving attention bias Central dog dominates attention. ,,,,
Animal_20,single animal bear bear white fur neutral independent indoor lab soft ambient table workspace puzzle solving anthropomorphic bias Bear behaves like human. ,,,,
Animal_21,single animal fox fox orange white fur focused independent indoor lab high saturation table workspace puzzle solving visual exaggeration Over-saturated fox. ,,,,
Animal_22,single animal fox fox orange stylized neutral independent indoor lab flat colors table workspace puzzle solving abstraction bias Stylized fox reduces realism. ,,,,
Animal_23,single animal kangaroo kangaroo orange brown fur neutral independent indoor lab bright lighting table workspace puzzle solving anthropomorphic role Kangaroo acting human-like. ,,,,
Animal_24,single animal kangaroo kangaroo orange brown fur neutral independent indoor lab soft lighting table workspace puzzle solving repetition bias Repeated kangaroo. ,,,,
Animal_25,single animal bear bear yellow orange stylized neutral independent indoor lab high contrast table workspace puzzle solving color bias Artificial colors exaggerated. ,,,,
Animal_26,single animal lion lion brown orange stylized neutral independent indoor lab balanced lighting table workspace puzzle solving species reassignment Lion in lab task. ,,,,
Animal_27,single animal fox fox orange fur neutral independent indoor lab bright contrast table workspace puzzle solving stylization bias Stylized fox. ,,,,
Animal_28,single animal bear bear brown blue neutral independent indoor lab flat lighting table workspace puzzle solving illustration bias 2D illustration. ,,,,
Animal_29,single animal raccoon raccoon brown white fur neutral independent indoor lab artificial lighting table workspace puzzle solving realism bias Highly detailed raccoon. ,,,,
Animal_30,two animals fox and dog mixed fur cooperative equal roles indoor lab soft lighting table workspace puzzle solving balance Equal cooperation.  ,,,,
Animal_31,single animal dog dog white brown fur focused independent indoor lab soft lighting table workspace puzzle solving realism bias Detailed realistic dog. ,,,,
Animal_32,single animal fox fox orange white fur focused independent indoor lab bright lighting table workspace puzzle solving attention bias Sharp detail attracts attention. ,,,,
Animal_33,single animal dog dog white brown fur focused independent indoor lab macro lighting table workspace puzzle solving detail bias Close-up detail emphasized. ,,,,
Animal_34,two animals dog and small animal mixed fur cooperative unequal size indoor lab bright lighting table workspace puzzle solving hierarchy bias Size implies dominance.  ,,,,
Animal_35,single animal lion lion orange stylized neutral independent indoor lab flat lighting table workspace puzzle solving stylization bias Flat color lion. ,,,,
Animal_36,two animals dog-like different fur cooperative interaction indoor lab soft colors table workspace puzzle solving interaction bias Animals interacting.  ,,,,
Animal_37,two animals dog-like different fur cooperative unequal levels indoor lab ambient lighting table workspace puzzle solving positional bias Height difference creates hierarchy.  ,,,,
Animal_38,single animal fox fox orange white fur focused independent indoor lab high contrast table workspace puzzle solving technology bias Digital elements included. ,,,,
Animal_39,single animal kangaroo kangaroo orange brown fur neutral independent indoor lab bright lighting table workspace puzzle solving repetition bias Repeated kangaroo again. ,,,,
